"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Regulation Of Cytoskeleton Organization (GO:0051493)","3/114",0.422516104016111,0.578329579790559,0,0,1.27748622408817,1.10058979000584,"BAIAP2L1;ARHGEF19;SMIM22"
"Regulation Of Interleukin-6 Production (GO:0032675)","3/114",0.422516104016111,0.578329579790559,0,0,1.27748622408817,1.10058979000584,"POU2AF1;F2RL1;INAVA"
"Regulation Of MAP Kinase Activity (GO:0043405)","3/114",0.422516104016111,0.578329579790559,0,0,1.27748622408817,1.10058979000584,"EGF;CD24;EZH2"
"Sensory Organ Development (GO:0007423)","2/70",0.428022456299001,0.5841341302031,0,0,1.38990172340122,1.17944227181737,"SOX2;SIX4"
"Protein K48-linked Ubiquitination (GO:0070936)","2/70",0.428022456299001,0.5841341302031,0,0,1.38990172340122,1.17944227181737,"UBE2C;UBE2T"
"Regulation Of Chromatin Organization (GO:1902275)","1/27",0.432500491684301,0.5841341302031,0,0,1.81707543664065,1.5230214181175,"MKI67"
"DNA Synthesis Involved In DNA Repair (GO:0000731)","1/27",0.432500491684301,0.5841341302031,0,0,1.81707543664065,1.5230214181175,"PCLAF"
"Amino Acid Import Across Plasma Membrane (GO:0089718)","1/27",0.432500491684301,0.5841341302031,0,0,1.81707543664065,1.5230214181175,"SLC1A4"
"Regulation Of Peptidase Activity (GO:0052547)","1/27",0.432500491684301,0.5841341302031,0,0,1.81707543664065,1.5230214181175,"ECM1"
"Cell Surface Receptor Signaling Pathway Involved In Cell-Cell Signaling (GO:1905114)","1/27",0.432500491684301,0.5841341302031,0,0,1.81707543664065,1.5230214181175,"CD24"
"Cellular Response To Epidermal Growth Factor Stimulus (GO:0071364)","1/27",0.432500491684301,0.5841341302031,0,0,1.81707543664065,1.5230214181175,"SOX9"
"Chaperone Cofactor-Dependent Protein Refolding (GO:0051085)","1/27",0.432500491684301,0.5841341302031,0,0,1.81707543664065,1.5230214181175,"ERO1A"
"Dorsal/Ventral Pattern Formation (GO:0009953)","1/27",0.432500491684301,0.5841341302031,0,0,1.81707543664065,1.5230214181175,"GREM1"
"Synaptic Transmission, Glutamatergic (GO:0035249)","1/27",0.432500491684301,0.5841341302031,0,0,1.81707543664065,1.5230214181175,"SLC1A4"
"Ventricular Septum Morphogenesis (GO:0060412)","1/27",0.432500491684301,0.5841341302031,0,0,1.81707543664065,1.5230214181175,"SOX4"
"Negative Regulation Of NIK/NF-kappaB Signaling (GO:1901223)","1/27",0.432500491684301,0.5841341302031,0,0,1.81707543664065,1.5230214181175,"TSPAN6"
"Negative Regulation Of Cellular Response To Insulin Stimulus (GO:1900077)","1/27",0.432500491684301,0.5841341302031,0,0,1.81707543664065,1.5230214181175,"GRB14"
"Negative Regulation Of Neurogenesis (GO:0050768)","1/27",0.432500491684301,0.5841341302031,0,0,1.81707543664065,1.5230214181175,"THY1"
"Phospholipid Biosynthetic Process (GO:0008654)","1/27",0.432500491684301,0.5841341302031,0,0,1.81707543664065,1.5230214181175,"SRD5A3"
"Positive Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901021)","1/27",0.432500491684301,0.5841341302031,0,0,1.81707543664065,1.5230214181175,"VMP1"
"Positive Regulation Of Cytosolic Calcium Ion Concentration Involved In Phospholipase C-activating G Protein-Coupled Signaling Pathway (GO:0051482)","1/27",0.432500491684301,0.5841341302031,0,0,1.81707543664065,1.5230214181175,"F2RL1"
"Positive Regulation Of Filopodium Assembly (GO:0051491)","1/27",0.432500491684301,0.5841341302031,0,0,1.81707543664065,1.5230214181175,"NELL1"
"Regulation Of SMAD Protein Signal Transduction (GO:0060390)","1/27",0.432500491684301,0.5841341302031,0,0,1.81707543664065,1.5230214181175,"CILP"
"Regulation Of Macromolecule Metabolic Process (GO:0060255)","4/162",0.43434272444372,0.585352683893638,0,0,1.19664911146016,0.997911265077116,"SOX2;NELL1;TMPRSS4;IGF2BP3"
"Protein Autophosphorylation (GO:0046777)","4/162",0.43434272444372,0.585352683893638,0,0,1.19664911146016,0.997911265077116,"MELK;STK39;NEK2;AURKA"
"Regulation Of Hydrolase Activity (GO:0051336)","2/71",0.435129428735094,0.585352683893638,0,0,1.36968803733726,1.13973351631405,"NGEF;PROM2"
"Cell-Cell Junction Assembly (GO:0007043)","2/71",0.435129428735094,0.585352683893638,0,0,1.36968803733726,1.13973351631405,"GJB2;CDH3"
"Myeloid Leukocyte Differentiation (GO:0002573)","2/71",0.435129428735094,0.585352683893638,0,0,1.36968803733726,1.13973351631405,"F2RL1;MMP9"
"Negative Regulation Of Cellular Response To Growth Factor Stimulus (GO:0090288)","2/71",0.435129428735094,0.585352683893638,0,0,1.36968803733726,1.13973351631405,"GREM1;SULF1"
"Protein Maturation (GO:0051604)","3/117",0.439000794271823,0.588557354742523,0,0,1.24367654573327,1.0238617614147,"BACE2;TESC;TMPRSS4"
"Cellular Response To Hypoxia (GO:0071456)","2/72",0.442188543494219,0.588557354742523,0,0,1.35005188516084,1.10166787974423,"EGLN3;AK4"
"Negative Regulation Of Cell Adhesion (GO:0007162)","2/72",0.442188543494219,0.588557354742523,0,0,1.35005188516084,1.10166787974423,"ADAMDEC1;MDK"
"Positive Regulation Of Protein Localization To Nucleus (GO:1900182)","2/72",0.442188543494219,0.588557354742523,0,0,1.35005188516084,1.10166787974423,"CDK1;ECT2"
"Regulation Of Chemotaxis (GO:0050920)","1/28",0.44429200153195,0.588557354742523,0,0,1.74968688495259,1.41947420344197,"F2RL1"
"Regulation Of Glucose Metabolic Process (GO:0010906)","1/28",0.44429200153195,0.588557354742523,0,0,1.74968688495259,1.41947420344197,"PDK1"
"Regulation Of Lipid Biosynthetic Process (GO:0046890)","1/28",0.44429200153195,0.588557354742523,0,0,1.74968688495259,1.41947420344197,"CEACAM1"
"Regulation Of Protein Localization To Membrane (GO:1905475)","1/28",0.44429200153195,0.588557354742523,0,0,1.74968688495259,1.41947420344197,"SLC5A3"
"Regulation Of Protein Targeting To Membrane (GO:0090313)","1/28",0.44429200153195,0.588557354742523,0,0,1.74968688495259,1.41947420344197,"CEMIP"
"Cell-Substrate Junction Assembly (GO:0007044)","1/28",0.44429200153195,0.588557354742523,0,0,1.74968688495259,1.41947420344197,"THY1"
"Cellular Response To Osmotic Stress (GO:0071470)","1/28",0.44429200153195,0.588557354742523,0,0,1.74968688495259,1.41947420344197,"STK39"
"Determination Of Bilateral Symmetry (GO:0009855)","1/28",0.44429200153195,0.588557354742523,0,0,1.74968688495259,1.41947420344197,"STIL"
"Diterpenoid Metabolic Process (GO:0016101)","1/28",0.44429200153195,0.588557354742523,0,0,1.74968688495259,1.41947420344197,"AKR1B10"
"Membrane Fusion (GO:0061025)","1/28",0.44429200153195,0.588557354742523,0,0,1.74968688495259,1.41947420344197,"DPP4"
"Negative Regulation Of Cation Channel Activity (GO:2001258)","1/28",0.44429200153195,0.588557354742523,0,0,1.74968688495259,1.41947420344197,"MMP9"
"Negative Regulation Of Signaling (GO:0023057)","1/28",0.44429200153195,0.588557354742523,0,0,1.74968688495259,1.41947420344197,"IGFBP3"
"Negative Regulation Of Wound Healing (GO:0061045)","1/28",0.44429200153195,0.588557354742523,0,0,1.74968688495259,1.41947420344197,"CLDN3"
"Positive Regulation Of Protein Import Into Nucleus (GO:0042307)","1/28",0.44429200153195,0.588557354742523,0,0,1.74968688495259,1.41947420344197,"ECT2"
"Primary Neural Tube Formation (GO:0014020)","1/28",0.44429200153195,0.588557354742523,0,0,1.74968688495259,1.41947420344197,"STIL"
"Pyroptosis (GO:0070269)","1/28",0.44429200153195,0.588557354742523,0,0,1.74968688495259,1.41947420344197,"GSDMB"
"Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0043516)","1/28",0.44429200153195,0.588557354742523,0,0,1.74968688495259,1.41947420344197,"SOX4"
"Regulation Of Bone Resorption (GO:0045124)","1/28",0.44429200153195,0.588557354742523,0,0,1.74968688495259,1.41947420344197,"SPP1"
"Regulation Of Cardiac Muscle Cell Action Potential (GO:0098901)","1/28",0.44429200153195,0.588557354742523,0,0,1.74968688495259,1.41947420344197,"DSP"
"Positive Regulation Of Cell Projection Organization (GO:0031346)","3/118",0.444456291486979,0.588557354742523,0,0,1.23279864921908,0.999680814309816,"FUT9;MDK;PROM2"
"Cellular Response To Decreased Oxygen Levels (GO:0036294)","2/73",0.449198724348291,0.593677846214701,0,0,1.33096886403165,1.0651609337113,"EGLN3;AK4"
"Cellular Response To Reactive Oxygen Species (GO:0034614)","2/73",0.449198724348291,0.593677846214701,0,0,1.33096886403165,1.0651609337113,"ECT2;MMP9"
"Protein Tetramerization (GO:0051262)","2/73",0.449198724348291,0.593677846214701,0,0,1.33096886403165,1.0651609337113,"TDO2;TK1"
"Cellular Component Assembly (GO:0022607)","6/260",0.454142996333505,0.598564685854702,0,0,1.11647382707968,0.881280979434232,"VMP1;BAIAP2L1;SLC2A1;P3H4;SOX9;TLCD1"
"Regulation Of Muscle Contraction (GO:0006937)","1/29",0.455839084753655,0.598564685854702,0,0,1.68711180124224,1.32542103966967,"ENO1"
"Carbohydrate Derivative Biosynthetic Process (GO:1901137)","1/29",0.455839084753655,0.598564685854702,0,0,1.68711180124224,1.32542103966967,"RRM2"
"Regulation Of Spindle Assembly (GO:0090169)","1/29",0.455839084753655,0.598564685854702,0,0,1.68711180124224,1.32542103966967,"STIL"
"Sarcomere Organization (GO:0045214)","1/29",0.455839084753655,0.598564685854702,0,0,1.68711180124224,1.32542103966967,"SIX4"
"Tube Closure (GO:0060606)","1/29",0.455839084753655,0.598564685854702,0,0,1.68711180124224,1.32542103966967,"STIL"
"Heterotypic Cell-Cell Adhesion (GO:0034113)","1/29",0.455839084753655,0.598564685854702,0,0,1.68711180124224,1.32542103966967,"DSP"
"Lipid Droplet Organization (GO:0034389)","1/29",0.455839084753655,0.598564685854702,0,0,1.68711180124224,1.32542103966967,"SMIM22"
"Negative Regulation Of DNA Binding (GO:0043392)","1/29",0.455839084753655,0.598564685854702,0,0,1.68711180124224,1.32542103966967,"HMGA2"
"Positive Regulation Of Viral Genome Replication (GO:0045070)","1/29",0.455839084753655,0.598564685854702,0,0,1.68711180124224,1.32542103966967,"TOP2A"
"Potassium Ion Transport (GO:0006813)","3/122",0.466061903975051,0.607529784731968,0,0,1.19111528106388,0.909341253532277,"KCNK5;KCNN4;KCNK1"
"DNA Geometric Change (GO:0032392)","1/30",0.467146796126253,0.607529784731968,0,0,1.62885224054639,1.23973855014888,"HMGB3"
"Regulation Of Dendritic Spine Morphogenesis (GO:0061001)","1/30",0.467146796126253,0.607529784731968,0,0,1.62885224054639,1.23973855014888,"NGEF"
"Artery Morphogenesis (GO:0048844)","1/30",0.467146796126253,0.607529784731968,0,0,1.62885224054639,1.23973855014888,"NELL1"
"Regulation Of Vasculature Development (GO:1901342)","1/30",0.467146796126253,0.607529784731968,0,0,1.62885224054639,1.23973855014888,"CXCL13"
"Response To Epidermal Growth Factor (GO:0070849)","1/30",0.467146796126253,0.607529784731968,0,0,1.62885224054639,1.23973855014888,"SOX9"
"Intrinsic Apoptotic Signaling Pathway In Response To Endoplasmic Reticulum Stress (GO:0070059)","1/30",0.467146796126253,0.607529784731968,0,0,1.62885224054639,1.23973855014888,"ERO1A"
"Negative Regulation Of Blood Coagulation (GO:0030195)","1/30",0.467146796126253,0.607529784731968,0,0,1.62885224054639,1.23973855014888,"PLAU"
"Negative Regulation Of Interleukin-1 Production (GO:0032692)","1/30",0.467146796126253,0.607529784731968,0,0,1.62885224054639,1.23973855014888,"CEACAM1"
"Negative Regulation Of Myeloid Leukocyte Differentiation (GO:0002762)","1/30",0.467146796126253,0.607529784731968,0,0,1.62885224054639,1.23973855014888,"CEACAM1"
"Positive Regulation Of Cell Communication (GO:0010647)","1/30",0.467146796126253,0.607529784731968,0,0,1.62885224054639,1.23973855014888,"NMU"
"Positive Regulation Of Lipid Kinase Activity (GO:0090218)","1/30",0.467146796126253,0.607529784731968,0,0,1.62885224054639,1.23973855014888,"EEF1A2"
"Positive Regulation Of Locomotion (GO:0040017)","1/30",0.467146796126253,0.607529784731968,0,0,1.62885224054639,1.23973855014888,"F2RL1"
"Regulation Of Calcium-Mediated Signaling (GO:0050848)","1/30",0.467146796126253,0.607529784731968,0,0,1.62885224054639,1.23973855014888,"JPT2"
"Regulation Of Cell Migration Involved In Sprouting Angiogenesis (GO:0090049)","1/30",0.467146796126253,0.607529784731968,0,0,1.62885224054639,1.23973855014888,"SRPX2"
"Positive Regulation Of Protein Secretion (GO:0050714)","2/76",0.469925865167297,0.61036348004488,0,0,1.27681434461095,0.964225078630295,"F2RL1;SOX4"
"Regulation Of Ras Protein Signal Transduction (GO:0046578)","2/76",0.469925865167297,0.61036348004488,0,0,1.27681434461095,0.964225078630295,"KIF14;FOXM1"
"Heart Development (GO:0007507)","4/171",0.475461905128009,0.614854396531807,0,0,1.1316345411367,0.84133465250581,"MESP1;COL3A1;SOX9;SOX4"
"Neuron Projection Guidance (GO:0097485)","3/124",0.476725489201429,0.614854396531807,0,0,1.17130706892402,0.867721199809856,"NELL1;EFNA4;IGSF9"
"Regulation Of DNA Metabolic Process (GO:0051052)","3/124",0.476725489201429,0.614854396531807,0,0,1.17130706892402,0.867721199809856,"CCNA2;DEPDC1B;GMNN"
"Actomyosin Structure Organization (GO:0031032)","2/77",0.476730817113906,0.614854396531807,0,0,1.25972558514931,0.933208835418773,"FRMD5;SIX4"
"Embryonic Organ Development (GO:0048568)","2/77",0.476730817113906,0.614854396531807,0,0,1.25972558514931,0.933208835418773,"STIL;HOXB7"
"Positive Regulation Of JNK Cascade (GO:0046330)","2/77",0.476730817113906,0.614854396531807,0,0,1.25972558514931,0.933208835418773,"UNC5CL;F2RL1"
"Positive Regulation Of Synaptic Transmission (GO:0050806)","2/77",0.476730817113906,0.614854396531807,0,0,1.25972558514931,0.933208835418773,"NMU;FOXM1"
"Regulation Of Centrosome Duplication (GO:0010824)","1/31",0.478220086191405,0.614854396531807,0,0,1.57447665056361,1.16146658160155,"STIL"
"Regulation Of Protein Localization To Cell Surface (GO:2000008)","1/31",0.478220086191405,0.614854396531807,0,0,1.57447665056361,1.16146658160155,"EGF"
"Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090092)","1/31",0.478220086191405,0.614854396531807,0,0,1.57447665056361,1.16146658160155,"SFRP4"
"Glutamine Family Amino Acid Metabolic Process (GO:0009064)","1/31",0.478220086191405,0.614854396531807,0,0,1.57447665056361,1.16146658160155,"ALDH18A1"
"Leukocyte Cell-Cell Adhesion (GO:0007159)","1/31",0.478220086191405,0.614854396531807,0,0,1.57447665056361,1.16146658160155,"NT5E"
"Negative Regulation Of Developmental Growth (GO:0048640)","1/31",0.478220086191405,0.614854396531807,0,0,1.57447665056361,1.16146658160155,"GDF15"
"Negative Regulation Of Microtubule Polymerization Or Depolymerization (GO:0031111)","1/31",0.478220086191405,0.614854396531807,0,0,1.57447665056361,1.16146658160155,"TPX2"
"Protein Localization To Chromatin (GO:0071168)","1/31",0.478220086191405,0.614854396531807,0,0,1.57447665056361,1.16146658160155,"CENPA"
"Regulation Of Cell Morphogenesis (GO:0022604)","1/31",0.478220086191405,0.614854396531807,0,0,1.57447665056361,1.16146658160155,"CLDN3"
"Negative Regulation Of Cell Growth (GO:0030308)","3/125",0.482020279222009,0.619348861615646,0,0,1.16164650644597,0.847733717095841,"SFRP2;CDKN2A;ENO1"
"Negative Regulation Of Protein Modification Process (GO:0031400)","2/78",0.483482386340355,0.620835337005229,0,0,1.24308652988403,0.903401194808448,"IGFBP3;SORD"
"'De Novo' Post-Translational Protein Folding (GO:0051084)","1/32",0.48906380304388,0.623921041608236,0,0,1.52360916316036,1.08978022701884,"ERO1A"
"Cellular Nitrogen Compound Biosynthetic Process (GO:0044271)","1/32",0.48906380304388,0.623921041608236,0,0,1.52360916316036,1.08978022701884,"NQO1"
"Regulation Of Transmembrane Transport (GO:0034762)","1/32",0.48906380304388,0.623921041608236,0,0,1.52360916316036,1.08978022701884,"CLTRN"
"Female Gamete Generation (GO:0007292)","1/32",0.48906380304388,0.623921041608236,0,0,1.52360916316036,1.08978022701884,"MDK"
"Transition Metal Ion Transport (GO:0000041)","1/32",0.48906380304388,0.623921041608236,0,0,1.52360916316036,1.08978022701884,"CP"
"Gluconeogenesis (GO:0006094)","1/32",0.48906380304388,0.623921041608236,0,0,1.52360916316036,1.08978022701884,"ENO1"
"Left/Right Pattern Formation (GO:0060972)","1/32",0.48906380304388,0.623921041608236,0,0,1.52360916316036,1.08978022701884,"STIL"
"Mesenchymal Cell Migration (GO:0090497)","1/32",0.48906380304388,0.623921041608236,0,0,1.52360916316036,1.08978022701884,"NELL1"
"Neural Tube Closure (GO:0001843)","1/32",0.48906380304388,0.623921041608236,0,0,1.52360916316036,1.08978022701884,"STIL"
"Positive Regulation Of Synapse Assembly (GO:0051965)","1/32",0.48906380304388,0.623921041608236,0,0,1.52360916316036,1.08978022701884,"SRPX2"
"Cellular Response To UV (GO:0034644)","2/79",0.490179854714828,0.623921041608236,0,0,1.22687965787239,0.874744222292189,"MMP1;MMP9"
"Response To Insulin (GO:0032868)","2/79",0.490179854714828,0.623921041608236,0,0,1.22687965787239,0.874744222292189,"CEACAM1;SLC2A1"
"Positive Regulation Of Protein Localization To Membrane (GO:1905477)","2/79",0.490179854714828,0.623921041608236,0,0,1.22687965787239,0.874744222292189,"CEMIP;SLC5A3"
"Positive Regulation Of Protein Modification By Small Protein Conjugation Or Removal (GO:1903322)","2/79",0.490179854714828,0.623921041608236,0,0,1.22687965787239,0.874744222292189,"FANCI;INAVA"
"Regulation Of Response To External Stimulus (GO:0032101)","3/127",0.492532951558343,0.626132514668544,0,0,1.14279282806138,0.809318925671014,"TNC;F2RL1;ADAMTS12"
"Regulation Of Anatomical Structure Morphogenesis (GO:0022603)","3/127",0.492532951558343,0.626132514668544,0,0,1.14279282806138,0.809318925671014,"CEACAM1;CLDN3;CXCL13"
"Regulation Of Protein Localization To Plasma Membrane (GO:1903076)","2/80",0.496822556710436,0.62737938385375,0,0,1.21108834668157,0.847183360741658,"LRRC15;AGR2"
"Negative Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071901)","2/80",0.496822556710436,0.62737938385375,0,0,1.21108834668157,0.847183360741658,"PKIB;CDKN2A"
"Positive Regulation Of Hydrolase Activity (GO:0051345)","4/176",0.497815463975086,0.62737938385375,0,0,1.09845527075199,0.766200918843277,"F2RL1;THY1;ECT2;EZH2"
"Actin Filament Bundle Assembly (GO:0051017)","1/33",0.499682695104757,0.62737938385375,0,0,1.47592089371981,1.02396733738484,"BAIAP2L1"
"Actin Filament Bundle Organization (GO:0061572)","1/33",0.499682695104757,0.62737938385375,0,0,1.47592089371981,1.02396733738484,"BAIAP2L1"
"Carboxylic Acid Metabolic Process (GO:0019752)","1/33",0.499682695104757,0.62737938385375,0,0,1.47592089371981,1.02396733738484,"SLC2A1"
"Regulation Of Sprouting Angiogenesis (GO:1903670)","1/33",0.499682695104757,0.62737938385375,0,0,1.47592089371981,1.02396733738484,"CEACAM1"
"Signal Transduction By P53 Class Mediator (GO:0072331)","1/33",0.499682695104757,0.62737938385375,0,0,1.47592089371981,1.02396733738484,"GREM1"
"Epithelial Tube Morphogenesis (GO:0060562)","1/33",0.499682695104757,0.62737938385375,0,0,1.47592089371981,1.02396733738484,"MESP1"
"Vasculogenesis (GO:0001570)","1/33",0.499682695104757,0.62737938385375,0,0,1.47592089371981,1.02396733738484,"NELL1"
"Ventricular Cardiac Muscle Tissue Morphogenesis (GO:0055010)","1/33",0.499682695104757,0.62737938385375,0,0,1.47592089371981,1.02396733738484,"DSP"
"ncRNA Catabolic Process (GO:0034661)","1/33",0.499682695104757,0.62737938385375,0,0,1.47592089371981,1.02396733738484,"SLFN13"
"Negative Regulation Of Endocytosis (GO:0045806)","1/33",0.499682695104757,0.62737938385375,0,0,1.47592089371981,1.02396733738484,"PROM2"
"Positive Regulation Of Notch Signaling Pathway (GO:0045747)","1/33",0.499682695104757,0.62737938385375,0,0,1.47592089371981,1.02396733738484,"MESP1"
"Positive Regulation Of Interleukin-12 Production (GO:0032735)","1/33",0.499682695104757,0.62737938385375,0,0,1.47592089371981,1.02396733738484,"MDK"
"Positive Regulation Of Ion Transmembrane Transporter Activity (GO:0032414)","1/33",0.499682695104757,0.62737938385375,0,0,1.47592089371981,1.02396733738484,"STK39"
"Protein K63-linked Deubiquitination (GO:0070536)","1/33",0.499682695104757,0.62737938385375,0,0,1.47592089371981,1.02396733738484,"DEPDC1B"
"Regulation Of G0 To G1 Transition (GO:0070316)","1/33",0.499682695104757,0.62737938385375,0,0,1.47592089371981,1.02396733738484,"CHEK1"
"Regulation Of NLRP3 Inflammasome Complex Assembly (GO:1900225)","1/33",0.499682695104757,0.62737938385375,0,0,1.47592089371981,1.02396733738484,"DEPDC1B"
"Regulation Of Activated T Cell Proliferation (GO:0046006)","1/33",0.499682695104757,0.62737938385375,0,0,1.47592089371981,1.02396733738484,"CD24"
"Cellular Response To Interleukin-1 (GO:0071347)","2/81",0.503409877509559,0.630890752220852,0,0,1.19569681552089,0.820667196716301,"SOX9;ADAMTS12"
"Macromolecule Modification (GO:0043412)","2/81",0.503409877509559,0.630890752220852,0,0,1.19569681552089,0.820667196716301,"ERO1A;PLOD2"
"Positive Regulation Of Growth (GO:0045927)","2/81",0.503409877509559,0.630890752220852,0,0,1.19569681552089,0.820667196716301,"SFRP2;AGR2"
"Golgi Organization (GO:0007030)","3/130",0.508101593432229,0.633011344299063,0,0,1.11562571668833,0.755361015140842,"VMP1;CDK1;TMED3"
"Positive Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050731)","3/130",0.508101593432229,0.633011344299063,0,0,1.11562571668833,0.755361015140842,"GREM1;NELL1;CRLF1"
"DNA Damage Checkpoint Signaling (GO:0000077)","1/34",0.510081412638232,0.633011344299063,0,0,1.43112282242717,0.963410321873821,"CHEK1"
"Cellular Response To Hydrogen Peroxide (GO:0070301)","1/34",0.510081412638232,0.633011344299063,0,0,1.43112282242717,0.963410321873821,"ECT2"
"Cellular Response To Vascular Endothelial Growth Factor Stimulus (GO:0035924)","1/34",0.510081412638232,0.633011344299063,0,0,1.43112282242717,0.963410321873821,"NELL1"
"Semaphorin-Plexin Signaling Pathway (GO:0071526)","1/34",0.510081412638232,0.633011344299063,0,0,1.43112282242717,0.963410321873821,"NELL1"
"Embryonic Limb Morphogenesis (GO:0030326)","1/34",0.510081412638232,0.633011344299063,0,0,1.43112282242717,0.963410321873821,"TFAP2A"
"Smoothened Signaling Pathway (GO:0007224)","1/34",0.510081412638232,0.633011344299063,0,0,1.43112282242717,0.963410321873821,"STIL"
"Superoxide Metabolic Process (GO:0006801)","1/34",0.510081412638232,0.633011344299063,0,0,1.43112282242717,0.963410321873821,"NQO1"
"Histone Deubiquitination (GO:0016578)","1/34",0.510081412638232,0.633011344299063,0,0,1.43112282242717,0.963410321873821,"DEPDC1B"
"Microtubule Polymerization (GO:0046785)","1/34",0.510081412638232,0.633011344299063,0,0,1.43112282242717,0.963410321873821,"TPX2"
"Negative Regulation Of JNK Cascade (GO:0046329)","1/34",0.510081412638232,0.633011344299063,0,0,1.43112282242717,0.963410321873821,"F2RL1"
"Positive Regulation Of Carbohydrate Metabolic Process (GO:0045913)","1/34",0.510081412638232,0.633011344299063,0,0,1.43112282242717,0.963410321873821,"EGF"
"Positive Regulation Of Neuron Death (GO:1901216)","1/34",0.510081412638232,0.633011344299063,0,0,1.43112282242717,0.963410321873821,"TFAP2A"
"Purine Nucleotide Metabolic Process (GO:0006163)","1/34",0.510081412638232,0.633011344299063,0,0,1.43112282242717,0.963410321873821,"PPAT"
"Regulation Of calcineurin-NFAT Signaling Cascade (GO:0070884)","1/34",0.510081412638232,0.633011344299063,0,0,1.43112282242717,0.963410321873821,"FHL2"
"Epigenetic Regulation Of Gene Expression (GO:0040029)","2/83",0.516416158819758,0.640481992097187,0,0,1.16605386661884,0.770577753205216,"CHEK1;EZH2"
"Circulatory System Development (GO:0072359)","3/132",0.518341271987901,0.642477847180616,0,0,1.09821630164823,0.721661463757097,"COL3A1;SOX9;SOX4"
"Regulation Of Cellular Senescence (GO:2000772)","1/35",0.520264510006277,0.642902802765958,0,0,1.38895993179881,0.907571314666202,"HMGA2"
"Regulation Of Postsynaptic Membrane Potential (GO:0060078)","1/35",0.520264510006277,0.642902802765958,0,0,1.38895993179881,0.907571314666202,"FOXM1"
"Regulatory ncRNA Processing (GO:0070918)","1/35",0.520264510006277,0.642902802765958,0,0,1.38895993179881,0.907571314666202,"TDRKH"
"Response To Nutrient Levels (GO:0031667)","1/35",0.520264510006277,0.642902802765958,0,0,1.38895993179881,0.907571314666202,"LGSN"
"Negative Regulation Of Cell Cycle G1/S Phase Transition (GO:1902807)","1/35",0.520264510006277,0.642902802765958,0,0,1.38895993179881,0.907571314666202,"SOX2"
"Regulation Of Interleukin-1 Beta Production (GO:0032651)","2/84",0.522834127321291,0.64529406248271,0,0,1.1517746412331,0.746915513510466,"F2RL1;INAVA"
"Positive Regulation Of Protein Ubiquitination (GO:0031398)","2/84",0.522834127321291,0.64529406248271,0,0,1.1517746412331,0.746915513510466,"FANCI;INAVA"
"Protein-Containing Complex Assembly (GO:0065003)","7/328",0.523295443462296,0.645471759855858,0,0,1.02962555738806,0.666794852712336,"ANLN;CENPF;CLTRN;SLC2A1;SOX9;CENPA;DLGAP5"
"Response To Interleukin-1 (GO:0070555)","2/85",0.529194727179961,0.650090979127002,0,0,1.13783949356749,0.724119700300505,"SOX9;ADAMTS12"
"Positive Regulation Of Endothelial Cell Migration (GO:0010595)","2/85",0.529194727179961,0.650090979127002,0,0,1.13783949356749,0.724119700300505,"NELL1;EGF"
"Positive Regulation Of Protein Localization (GO:1903829)","2/85",0.529194727179961,0.650090979127002,0,0,1.13783949356749,0.724119700300505,"CDK1;SLC5A3"
"Blood Vessel Diameter Maintenance (GO:0097746)","1/36",0.530236447577038,0.650090979127002,0,0,1.34920634920635,0.855980012309205,"F2RL1"
"Interstrand Cross-Link Repair (GO:0036297)","1/36",0.530236447577038,0.650090979127002,0,0,1.34920634920635,0.855980012309205,"FANCI"
"Lytic Vacuole Organization (GO:0080171)","1/36",0.530236447577038,0.650090979127002,0,0,1.34920634920635,0.855980012309205,"HOOK1"
"Negative Regulation Of Protein Kinase B Signaling (GO:0051898)","1/36",0.530236447577038,0.650090979127002,0,0,1.34920634920635,0.855980012309205,"SORD"
"Negative Regulation Of Sequestering Of Calcium Ion (GO:0051283)","1/36",0.530236447577038,0.650090979127002,0,0,1.34920634920635,0.855980012309205,"ERO1A"
"Neural Crest Cell Migration (GO:0001755)","1/36",0.530236447577038,0.650090979127002,0,0,1.34920634920635,0.855980012309205,"NELL1"
"Positive Regulation Of Myeloid Cell Differentiation (GO:0045639)","1/36",0.530236447577038,0.650090979127002,0,0,1.34920634920635,0.855980012309205,"TESC"
"Positive Regulation Of Developmental Process (GO:0051094)","5/233",0.532504458384115,0.652478354429693,0,0,1.03535515618314,0.652443555836269,"CDC20;MDK;AGR2;SOX9;AURKA"
"Negative Regulation Of Binding (GO:0051100)","2/86",0.535497571114334,0.655750788468727,0,0,1.12423613513202,0.702151711823008,"HMGA2;AURKA"
"Regulation Of Protein Kinase B Signaling (GO:0051896)","3/136",0.538469893129138,0.657308941584053,0,0,1.06496824585736,0.659240576175198,"EGF;GDF15;SORD"
"Aortic Valve Morphogenesis (GO:0003180)","1/37",0.540001593602238,0.657308941584053,0,0,1.31166129898014,0.808223641192243,"SOX9"
